#Kestrel 4000 weather meter data gathered in Vonore, TN, USA, on 21 Aug 2017
#Data collected by Massey Bartolini
DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
s,mph,∞F,∞F,%,∞F,∞F,∞F,mb,ft,ft
556633743,0.0,97.9,97.9,47.9,113.7,74.8,80.4,992.5,697,3519
556634894,0.0,96.7,96.8,47.9,111.0,73.7,79.5,991.2,732,3480
556634899,0.0,96.7,96.6,47.7,110.5,73.6,79.5,990.9,740,3485
556634904,0.0,96.4,96.4,47.1,109.6,72.9,79.0,991.0,740,3460
556634909,0.0,94.8,94.8,46.3,105.1,71.0,77.4,991.1,734,3336
556634914,0.0,95.0,95.0,45.6,105.1,70.8,77.2,991.2,734,3349
556634919,0.0,95.5,95.5,45.5,106.2,71.1,77.5,992.1,709,3349
556634924,0.0,95.6,95.5,45.5,106.2,71.2,77.5,991.1,737,3393
556634929,0.0,95.9,95.9,45.5,107.1,71.5,77.9,990.9,740,3411
556634934,0.0,96.1,96.1,45.4,107.4,71.6,78.1,991.0,737,3421
556634939,0.0,96.4,96.4,46.0,108.7,72.2,78.4,990.9,743,3454
556634944,0.0,94.0,93.9,46.3,103.1,70.3,76.6,991.0,740,3280
556634949,0.0,93.4,93.4,46.9,102.4,70.1,76.5,991.1,737,3247
556634954,0.0,93.5,93.6,47.5,102.9,70.6,76.8,991.0,737,3262
556634959,0.0,92.8,92.8,48.1,101.8,70.3,76.5,991.3,732,3201
556634964,0.0,92.4,92.3,49.6,101.8,70.8,76.6,991.1,737,3191
556634969,0.0,93.0,93.0,50.7,104.0,72.0,77.5,991.1,734,3242
556634974,0.0,93.4,93.4,51.1,104.9,72.6,78.1,991.1,734,3267
556634979,0.0,94.0,94.1,51.4,106.9,73.4,78.6,991.0,737,3318
556634984,0.0,94.6,94.6,51.8,108.5,74.2,79.3,990.9,743,3372
556634989,0.0,94.9,95.0,51.9,109.6,74.5,79.5,990.8,745,3400
556634994,0.0,95.1,95.2,51.3,109.6,74.3,79.5,990.8,745,3403
556634999,0.0,94.2,94.3,50.9,106.9,73.2,78.6,991.1,737,3331
556635004,0.0,92.0,91.9,50.6,101.5,71.1,76.6,991.1,737,3173
556635009,0.0,91.0,91.0,50.9,99.7,70.3,75.9,991.2,734,3100
556635014,0.0,91.1,91.0,51.5,100.0,70.7,76.3,991.1,737,3107
556635019,0.0,91.4,91.4,52.1,101.1,71.4,76.8,991.2,732,3133
556635024,0.0,90.9,90.9,52.8,100.4,71.3,76.5,991.4,729,3100
556635029,0.0,90.3,90.3,53.6,99.5,71.1,76.3,991.3,732,3064
556635034,0.0,90.1,90.1,54.0,99.1,71.3,76.3,991.4,729,3049
556635039,0.0,90.1,90.1,54.7,99.7,71.6,76.5,991.4,729,3051
556635044,0.8,89.6,89.6,55.0,98.6,71.3,76.1,991.2,732,3023
556635049,0.0,89.3,89.4,54.5,97.7,70.8,75.9,990.9,740,3013
556635054,0.0,89.3,89.2,53.7,97.0,70.3,75.6,991.3,732,2988
556635059,0.8,88.7,88.7,53.4,95.7,69.6,74.8,991.2,732,2947
556635064,0.0,89.0,89.1,53.6,96.4,70.0,75.2,991.2,734,2975
556635069,0.7,88.6,88.7,54.1,96.1,69.9,75.0,991.2,732,2945
556635074,0.0,88.8,88.7,54.5,96.1,70.2,75.2,991.0,740,2965
556635079,0.0,90.1,90.1,55.0,99.9,71.8,76.6,990.9,740,3067
556635084,0.0,90.8,90.9,55.5,101.8,72.7,77.4,991.1,737,3120
556635089,0.0,91.1,91.0,55.4,102.0,72.9,77.5,991.1,737,3135
556635094,0.0,90.9,90.9,55.3,101.7,72.6,77.4,991.1,734,3115
556635099,0.0,91.1,91.0,55.5,102.2,73.0,77.7,991.3,729,3130
556635104,0.0,91.4,91.4,55.4,102.9,73.2,77.9,991.2,732,3148
556635109,0.0,91.5,91.6,55.0,103.1,73.1,77.9,991.3,732,3161
556635114,0.0,91.8,91.8,54.8,103.5,73.2,78.1,991.3,732,3176
556635119,0.0,92.0,91.9,54.8,103.8,73.3,78.3,991.2,732,3189
556635124,0.0,91.8,91.8,54.6,103.3,73.1,78.1,991.2,734,3181
556635129,0.0,91.9,91.9,54.4,103.6,73.1,77.9,991.2,732,3181
556635134,0.0,92.1,92.1,53.8,103.8,73.0,78.1,991.2,732,3196
556635139,0.0,92.1,92.1,53.5,103.6,72.8,77.7,991.2,734,3196
556635144,0.0,92.3,92.3,53.6,104.0,73.0,78.1,991.2,734,3209
556635149,0.0,92.2,92.3,54.1,104.4,73.2,78.1,991.2,732,3201
556635154,0.0,92.3,92.3,54.7,104.7,73.6,78.4,991.2,734,3214
556635159,0.0,92.1,92.1,54.8,104.2,73.5,78.4,991.2,732,3199
556635164,0.0,91.6,91.6,54.0,102.6,72.6,77.5,991.2,732,3158
556635169,0.0,91.7,91.8,53.2,102.6,72.2,77.4,991.1,734,3161
556635174,0.0,91.0,91.0,52.7,100.6,71.4,76.6,991.2,734,3115
556635179,0.0,90.6,90.5,52.2,99.1,70.6,76.1,991.2,734,3074
556635184,0.0,91.2,91.2,52.1,100.8,71.2,76.6,991.2,734,3120
556635189,0.0,90.9,90.9,52.1,100.0,70.9,76.3,991.2,734,3097
556635194,0.0,91.0,91.0,52.2,100.4,71.1,76.5,991.1,734,3107
556635199,0.0,91.2,91.2,52.4,100.9,71.3,76.6,991.2,732,3112
556635204,0.0,91.0,91.0,52.4,100.6,71.1,76.5,991.2,734,3105
556635209,0.0,91.1,91.0,52.6,100.6,71.3,76.5,991.3,732,3112
556635214,0.0,91.1,91.0,52.7,100.6,71.4,76.6,991.2,732,3115
556635219,0.0,91.2,91.2,52.8,101.1,71.6,76.8,991.3,732,3125
556635224,0.0,91.4,91.4,52.8,101.5,71.7,77.0,991.2,732,3135
556635229,0.0,91.5,91.6,53.0,102.0,71.9,77.2,991.2,734,3148
556635234,0.0,91.7,91.8,53.5,102.7,72.4,77.5,991.2,734,3163
556635239,0.0,91.7,91.8,53.8,102.9,72.6,77.5,991.2,734,3171
556635244,0.0,91.8,91.8,53.7,102.7,72.6,77.5,991.2,734,3173
556635249,0.0,91.7,91.8,52.9,102.4,72.1,77.2,991.2,734,3166
556635254,0.0,91.7,91.8,51.8,101.8,71.5,76.8,991.1,737,3161
556635259,0.0,91.9,91.9,51.0,101.8,71.1,76.6,991.1,734,3161
556635264,0.0,91.8,91.8,50.6,101.1,70.8,76.5,991.2,734,3153
556635269,0.0,91.8,91.8,50.4,100.9,70.8,76.5,991.2,734,3150
556635274,0.0,91.9,91.9,50.5,101.5,70.9,76.5,991.2,734,3163
556635279,0.0,91.9,91.9,50.8,101.7,71.0,76.6,991.2,734,3161
556635284,0.0,91.9,91.9,51.0,101.8,71.1,76.6,991.1,734,3161
556635289,0.0,92.0,92.1,51.4,102.4,71.5,77.0,991.1,737,3176
556635294,0.0,92.0,91.9,51.5,102.0,71.6,77.0,991.2,734,3176
556635299,0.0,92.0,91.9,52.1,102.4,71.8,77.0,991.2,734,3173
556635304,0.0,91.8,91.8,52.2,102.0,71.8,77.0,991.2,734,3161
556635309,0.0,91.8,91.8,52.6,102.2,72.0,77.2,991.2,732,3166
556635314,0.0,91.9,91.9,53.5,103.1,72.6,77.7,991.2,734,3183
556635319,0.0,91.8,91.8,54.2,103.1,72.9,77.7,991.2,734,3173
556635324,0.0,91.9,91.9,54.7,103.8,73.3,78.1,991.2,732,3189
556635329,0.0,91.8,91.8,54.5,103.3,73.0,77.9,991.1,734,3173
556635334,0.0,91.7,91.8,53.9,102.9,72.6,77.5,991.2,734,3171
556635339,0.0,91.7,91.8,53.3,102.6,72.3,77.4,991.2,732,3158
556635344,0.0,91.7,91.8,53.6,102.7,72.5,77.5,991.1,737,3173
556635349,0.0,91.6,91.6,53.9,102.6,72.6,77.5,991.1,737,3166
556635354,0.0,91.8,91.8,53.6,102.7,72.5,77.5,991.2,734,3173
556635359,0.0,91.8,91.8,52.7,102.2,72.1,77.2,991.1,734,3171
556635364,0.0,91.8,91.8,52.0,101.8,71.7,76.8,991.2,734,3161
556635369,0.0,91.7,91.8,51.4,101.5,71.3,76.6,991.2,734,3150
556635374,0.0,92.2,92.1,52.0,102.7,72.0,77.2,991.1,734,3189
556635379,0.0,92.7,92.7,52.9,104.4,73.0,78.1,991.2,734,3229
556635384,0.0,92.8,92.8,54.6,105.8,74.1,78.8,991.1,734,3255
556635389,0.0,92.7,92.7,55.3,105.8,74.3,79.0,991.2,734,3244
556635394,0.0,92.7,92.7,54.2,105.3,73.7,78.6,991.1,737,3242
556635399,0.0,92.6,92.7,53.2,104.5,73.1,78.1,991.1,734,3227
556635404,0.0,92.8,92.8,52.8,104.7,73.0,78.3,991.2,734,3237
556635409,0.0,92.7,92.7,52.7,104.4,72.9,78.1,991.1,734,3232
556635414,0.0,92.8,92.8,52.1,104.4,72.6,77.9,991.1,737,3234
556635419,0.0,92.8,92.8,52.3,104.4,72.7,77.9,991.1,737,3234
556635424,0.0,92.9,92.8,52.8,104.7,73.1,78.3,991.2,734,3244
556635429,0.0,92.3,92.3,52.9,103.6,72.6,77.7,991.0,737,3209
556635434,0.0,91.6,91.6,52.5,101.8,71.7,77.0,991.0,740,3153
556635439,0.0,90.9,90.9,53.1,100.4,71.4,76.6,991.0,737,3107
556635444,0.0,90.9,90.9,54.5,101.1,72.2,77.2,991.1,737,3115
556635449,0.0,90.7,90.7,55.4,101.1,72.5,77.2,991.2,734,3102
556635454,0.0,90.3,90.3,55.2,100.2,72.0,76.8,991.1,734,3072
556635459,0.0,90.1,90.1,55.0,99.9,71.8,76.6,991.2,734,3062
556635464,0.0,89.8,89.8,54.4,98.6,71.2,76.3,991.0,740,3041
556635469,0.0,89.7,89.8,54.2,98.6,71.0,76.1,991.1,737,3031
556635474,0.0,89.1,89.1,53.9,96.6,70.2,75.4,991.1,734,2983
556635479,0.0,88.9,88.9,53.4,96.1,69.7,75.0,991.1,737,2963
556635484,0.0,88.6,88.7,53.3,95.7,69.5,74.8,991.1,737,2947
556635489,0.0,88.5,88.5,53.6,95.2,69.5,74.8,991.2,734,2940
556635494,0.0,88.8,88.9,54.0,96.3,70.0,75.2,991.2,734,2963
556635499,0.0,89.2,89.2,55.0,97.7,70.9,75.7,991.1,737,2998
556635504,0.0,89.0,89.1,55.7,97.5,71.1,75.9,991.1,737,2993
556635509,0.0,89.1,89.1,55.9,97.5,71.3,75.9,991.1,737,3001
556635514,0.0,89.1,89.1,55.4,97.3,71.1,75.9,991.2,734,2990
556635519,0.0,89.3,89.2,55.1,97.7,71.1,75.9,991.1,734,3001
556635524,0.0,89.3,89.2,55.1,97.7,71.1,75.9,991.1,737,3006
556635529,0.0,89.1,89.1,55.6,97.5,71.2,75.9,991.1,737,3001
556635534,0.0,88.5,88.5,55.5,96.3,70.5,75.4,991.0,737,2945
556635539,0.0,88.3,88.3,55.4,95.5,70.3,75.2,991.1,737,2932
556635544,0.0,88.3,88.3,55.3,95.5,70.2,75.2,991.1,734,2930
556635549,0.0,88.6,88.5,55.0,96.1,70.3,75.4,991.1,734,2952
556635554,0.0,88.4,88.3,55.1,95.5,70.2,75.2,991.2,734,2935
556635559,0.0,88.4,88.3,55.2,95.5,70.3,75.2,991.2,734,2937
556635564,0.0,88.4,88.5,55.2,96.1,70.3,75.4,991.2,734,2942
556635569,0.0,88.5,88.5,55.3,96.1,70.5,75.4,991.1,734,2945
556635574,0.0,88.6,88.7,55.6,96.6,70.7,75.6,991.2,734,2963
556635579,0.0,88.5,88.5,55.7,96.3,70.6,75.6,991.1,734,2947
556635584,0.0,88.5,88.5,55.6,96.3,70.6,75.6,991.2,734,2955
556635589,0.0,88.7,88.7,55.7,96.6,70.9,75.7,991.2,734,2968
556635594,0.0,88.8,88.7,55.7,96.6,70.9,75.7,991.1,734,2970
556635599,0.0,88.9,88.9,55.7,97.0,71.0,75.9,991.1,734,2978
556635604,0.0,88.8,88.9,56.0,97.2,71.1,75.9,991.1,734,2975
556635609,0.0,89.1,89.1,56.7,97.9,71.7,76.5,991.1,737,3001
556635614,0.0,89.4,89.4,57.7,99.1,72.5,77.0,991.1,734,3026
556635619,0.0,89.2,89.2,57.8,99.0,72.3,76.8,991.1,737,3013
556635624,0.0,89.2,89.2,57.3,98.8,72.1,76.6,991.1,737,3011
556635629,0.0,89.5,89.6,57.3,99.5,72.4,77.0,991.1,737,3034
556635634,0.0,89.7,89.6,57.4,99.5,72.6,77.0,990.9,743,3049
556635639,0.0,89.4,89.4,57.1,99.0,72.2,76.8,991.1,734,3023
556635644,0.0,89.4,89.4,56.7,98.8,72.0,76.6,991.0,740,3031
556635649,0.0,89.4,89.4,56.9,99.0,72.1,76.6,991.0,740,3026
556635654,0.0,89.3,89.2,57.1,98.6,72.1,76.6,990.9,740,3021
556635659,0.0,89.3,89.2,56.9,98.6,72.1,76.6,991.1,737,3018
556635664,0.0,89.5,89.4,56.5,98.8,72.0,76.6,991.1,734,3021
556635669,0.0,89.7,89.8,56.0,99.3,71.9,76.6,991.0,740,3046
556635674,0.0,89.8,89.8,55.6,99.1,71.8,76.6,991.1,734,3044
556635679,0.0,89.5,89.4,55.2,98.2,71.3,76.1,991.2,732,3011
556635684,0.0,89.6,89.6,55.5,98.8,71.6,76.5,991.2,734,3031
556635689,0.0,89.6,89.6,56.2,99.0,71.9,76.6,991.2,734,3029
556635694,0.0,89.5,89.4,56.2,98.6,71.8,76.5,991.1,734,3021
556635699,0.0,89.4,89.4,56.0,98.6,71.6,76.3,991.2,734,3016
556635704,0.0,89.7,89.6,56.6,99.1,72.2,76.6,991.2,734,3039
556635709,0.0,89.7,89.8,57.5,100.0,72.7,77.2,991.1,737,3049
556635714,0.0,89.7,89.8,58.4,100.6,73.2,77.5,991.2,734,3051
556635719,0.0,89.2,89.2,58.1,99.0,72.5,77.0,991.0,737,3013
556635724,0.0,88.7,88.7,56.9,97.2,71.5,76.1,991.0,737,2978
556635729,0.0,88.8,88.7,56.0,96.8,71.0,75.7,991.2,734,2970
556635734,0.0,89.0,89.1,55.9,97.5,71.2,75.9,991.0,737,2993
556635739,0.0,89.2,89.2,56.3,98.1,71.6,76.3,991.1,734,3001
556635744,0.0,88.7,88.7,56.1,96.8,71.0,75.7,991.1,737,2970
556635749,0.0,88.5,88.5,55.5,96.3,70.6,75.4,991.2,734,2952
556635754,0.0,88.8,88.7,55.2,96.4,70.6,75.6,991.1,734,2965
556635759,0.0,89.1,89.1,55.4,97.3,71.0,75.9,991.2,734,2985
556635764,0.0,89.3,89.2,55.9,97.9,71.5,76.3,991.2,734,3006
556635769,0.0,89.2,89.2,56.7,98.4,71.8,76.5,991.1,734,3008
556635774,0.0,88.7,88.7,56.2,96.8,71.1,75.7,991.1,737,2968
556635779,0.0,88.2,88.2,55.3,95.2,70.2,75.0,991.1,737,2927
556635784,0.0,88.2,88.2,54.9,95.0,70.0,75.0,991.1,737,2927
556635789,0.0,88.1,88.2,54.8,95.0,69.9,74.8,991.1,734,2919
556635794,0.0,88.1,88.2,54.6,95.0,69.7,74.8,991.2,734,2919
556635799,0.0,88.7,88.7,54.7,96.3,70.2,75.2,991.2,734,2957
556635804,0.0,88.8,88.7,54.9,96.3,70.5,75.6,991.2,732,2960
556635809,0.0,88.8,88.9,55.0,96.8,70.6,75.6,991.2,734,2970
556635814,0.0,88.8,88.9,54.9,96.6,70.5,75.6,991.2,734,2968
556635819,0.0,88.7,88.7,54.6,96.3,70.3,75.4,991.1,737,2965
556635824,0.0,88.6,88.5,54.4,95.7,70.0,75.0,991.2,734,2945
556635829,0.0,88.8,88.7,54.1,96.1,70.0,75.0,991.2,732,2955
556635834,0.0,88.8,88.9,54.1,96.4,70.1,75.4,991.1,737,2968
556635839,0.0,88.7,88.7,54.0,95.9,69.9,75.0,991.1,737,2955
556635844,0.0,88.5,88.5,53.8,95.4,69.6,74.8,991.1,737,2942
556635849,0.0,88.4,88.3,53.7,95.0,69.4,74.7,991.2,734,2930
556635854,0.0,88.5,88.5,53.7,95.4,69.6,74.8,991.0,737,2942
556635859,0.0,88.7,88.7,53.8,95.9,69.8,75.0,991.1,734,2952
556635864,0.0,88.6,88.5,53.9,95.4,69.8,75.0,991.1,734,2945
556635869,0.0,88.7,88.7,54.0,95.9,69.9,75.0,991.1,737,2960
556635874,0.0,88.8,88.9,54.1,96.4,70.1,75.4,991.1,734,2963
556635879,0.0,89.4,89.4,54.3,97.7,70.7,75.7,991.1,734,3001
556635884,0.0,89.2,89.2,54.4,97.3,70.6,75.7,991.2,732,2988
556635889,0.0,89.3,89.2,54.2,97.3,70.6,75.6,991.2,734,2993
556635894,0.0,89.2,89.2,54.1,97.3,70.4,75.6,991.1,737,2990
556635899,0.0,88.6,88.5,53.5,95.2,69.6,74.8,991.1,737,2947
556635904,0.0,88.3,88.3,53.1,94.6,69.1,74.5,991.1,737,2924
556635909,0.0,88.4,88.3,53.3,94.8,69.2,74.7,991.1,734,2924
556635914,0.0,88.6,88.7,53.5,95.7,69.6,74.8,991.1,737,2952
556635919,0.0,88.6,88.5,53.7,95.4,69.6,74.8,991.2,734,2945
556635924,0.0,88.7,88.7,54.0,95.9,69.9,75.0,991.1,737,2957
556635929,0.0,88.7,88.7,54.5,96.1,70.2,75.2,991.2,734,2957
556635934,0.0,88.8,88.9,54.7,96.6,70.4,75.4,991.1,734,2968
556635939,0.0,88.4,88.3,54.5,95.2,69.9,75.0,991.1,737,2940
556635944,0.0,88.5,88.5,54.2,95.5,69.8,75.0,991.1,734,2940
556635949,0.0,88.7,88.7,54.0,95.9,69.9,75.0,991.1,737,2955
556635954,0.0,88.5,88.5,53.8,95.4,69.6,74.8,991.1,737,2945
556635959,0.0,88.3,88.3,53.7,95.0,69.4,74.7,991.1,737,2930
556635964,0.0,88.2,88.2,53.4,94.5,69.1,74.5,991.0,740,2919
556635969,0.0,88.4,88.3,53.2,94.8,69.2,74.7,991.1,737,2930
556635974,0.0,88.5,88.5,53.3,95.2,69.3,74.7,991.1,737,2935
556635979,0.0,88.4,88.3,53.4,94.8,69.3,74.7,991.1,737,2930
556635984,0.0,88.7,88.7,53.3,95.7,69.5,74.8,991.0,737,2952
556637275,0.0,89.3,89.2,54.2,97.3,70.6,75.6,990.9,743,3006
556637280,0.0,89.3,89.2,53.8,97.2,70.4,75.6,990.8,743,3006
556637285,0.0,88.7,88.7,53.4,95.7,69.6,74.8,991.1,734,2945
556637290,0.0,88.5,88.5,52.6,94.8,68.9,74.5,991.0,740,2940
556637295,0.0,88.5,88.5,52.2,94.6,68.8,74.3,991.3,732,2924
556637300,0.0,88.5,88.5,52.5,94.8,68.9,74.5,990.8,743,2945
556637305,0.0,88.6,88.5,52.6,94.8,69.0,74.5,990.9,740,2945
556637310,0.0,88.5,88.5,52.5,94.8,68.9,74.5,991.0,740,2942
556637315,0.0,88.3,88.3,52.6,94.5,68.8,74.3,991.0,737,2922
556637320,0.0,88.3,88.3,52.5,94.5,68.7,74.3,991.4,729,2904
556637325,0.0,88.5,88.5,52.8,95.0,69.0,74.5,990.6,748,2950
556637330,0.0,88.4,88.5,52.9,95.0,69.1,74.5,990.6,748,2947
556637335,0.0,88.4,88.3,52.5,94.5,68.8,74.3,991.0,737,2927
556637340,0.0,88.5,88.5,52.7,94.8,69.0,74.5,990.9,743,2947
556637345,0.0,89.0,89.1,52.6,96.1,69.4,74.8,991.0,740,2975
556637350,0.0,89.0,89.1,52.8,96.3,69.6,75.0,990.9,740,2978
556637355,0.0,89.0,89.1,52.6,96.1,69.5,74.8,990.9,740,2980
556637360,0.0,89.3,89.2,52.0,96.3,69.4,74.8,990.9,743,2996
556637365,0.0,89.2,89.2,51.9,96.3,69.2,74.8,990.9,743,2985
556637370,0.0,89.3,89.2,52.1,96.3,69.4,74.8,990.9,743,2990
556637375,0.0,89.1,89.1,52.1,95.9,69.2,74.7,990.8,743,2980
556637380,0.0,89.2,89.2,51.4,96.1,69.0,74.7,990.8,743,2983
556637385,0.0,89.3,89.2,50.9,95.7,68.7,74.5,990.9,743,2985
556637390,0.0,89.3,89.2,51.0,95.9,68.8,74.7,990.9,743,2988
556637395,0.0,89.3,89.2,51.5,96.1,69.0,74.7,990.8,745,2990
556637400,0.0,89.2,89.2,51.5,96.1,69.0,74.7,990.9,740,2978
556637405,0.0,89.0,88.9,51.5,95.2,68.8,74.5,990.9,743,2963
556637410,0.0,88.9,88.9,51.2,95.0,68.6,74.3,990.8,745,2965
556637415,0.0,89.0,89.1,51.0,95.5,68.5,74.3,990.8,745,2970
556637420,0.0,89.1,89.1,51.1,95.5,68.7,74.5,990.9,743,2975
556637425,0.0,89.1,89.1,51.2,95.5,68.7,74.5,990.8,743,2975
556637430,0.0,89.2,89.2,51.3,95.9,68.9,74.7,990.9,743,2983
556637435,0.0,89.4,89.4,52.1,96.8,69.5,75.0,990.9,743,3003
556637440,0.0,89.4,89.4,52.5,97.0,69.8,75.2,990.9,743,3011
556637445,0.0,89.4,89.4,52.5,97.0,69.8,75.2,990.9,740,3001
556637450,0.0,89.5,89.6,52.1,97.2,69.7,75.0,991.0,740,3008
556637455,0.0,89.6,89.6,51.8,97.0,69.5,75.0,990.9,740,3013
556637460,0.0,89.7,89.8,51.5,97.2,69.5,75.0,990.9,743,3018
556637465,0.0,89.7,89.8,51.1,97.0,69.2,75.0,990.8,743,3018
556637470,0.0,89.6,89.6,50.9,96.4,69.1,74.8,990.9,743,3011
556637475,0.0,89.5,89.6,50.8,96.4,68.9,74.7,990.8,743,3003
556637480,0.0,89.7,89.8,50.8,96.8,69.1,74.8,990.9,743,3018
556637485,0.0,89.9,90.0,50.7,97.3,69.2,75.0,990.8,743,3031
556637490,0.0,89.8,89.8,50.7,96.8,69.1,74.8,990.9,743,3023
556637495,0.0,89.6,89.6,50.8,96.4,68.9,74.7,990.8,745,3013
556637500,0.0,89.7,89.8,51.1,97.0,69.3,75.0,990.8,743,3021
556637505,0.0,89.8,89.8,51.6,97.3,69.7,75.2,990.8,745,3036
556637510,0.0,89.9,90.0,52.4,98.1,70.2,75.6,990.9,743,3039
556637515,0.0,89.9,90.0,52.8,98.2,70.4,75.6,990.9,743,3046
556637520,0.0,90.0,90.0,53.3,98.6,70.7,75.9,990.9,743,3049
556637525,0.0,90.0,90.0,53.1,98.4,70.6,75.9,990.8,745,3054
556637530,0.0,90.1,90.1,52.3,98.4,70.3,75.7,990.9,743,3051
556637535,0.0,90.1,90.1,51.5,98.1,69.8,75.4,990.8,743,3049
556637540,0.0,89.9,90.0,50.8,97.3,69.3,75.0,991.0,737,3029
556637545,0.0,90.1,90.1,51.1,97.9,69.5,75.2,991.0,740,3039
556637550,0.0,89.8,89.8,51.8,97.3,69.7,75.4,991.3,729,3016
556637555,0.0,89.8,89.8,52.1,97.5,69.9,75.4,990.9,743,3029
556637560,0.0,89.7,89.8,52.2,97.5,69.9,75.4,990.9,743,3023
556637565,0.0,89.7,89.6,51.9,97.0,69.7,75.0,991.1,734,3011
556637570,0.0,89.8,89.8,52.1,97.5,69.9,75.4,990.8,745,3034
556637575,0.0,89.9,90.0,52.8,98.2,70.4,75.6,990.8,743,3044
556637580,0.0,90.0,90.0,53.4,98.6,70.8,75.9,990.7,748,3056
556637585,0.0,89.9,90.0,53.2,98.4,70.6,75.7,990.7,745,3046
556637590,0.0,89.9,90.0,52.1,97.9,70.0,75.4,990.8,743,3039
556637595,0.0,89.9,90.0,51.4,97.7,69.6,75.2,990.8,743,3034
556637600,0.0,90.0,90.0,51.2,97.5,69.5,75.2,990.9,740,3034
556637605,0.0,89.3,89.4,51.1,96.3,68.9,74.7,990.8,745,2996
556637610,0.0,89.3,89.2,51.1,95.9,68.9,74.7,990.8,743,2988
556637615,0.0,89.3,89.4,51.2,96.3,69.0,74.7,990.8,743,2993
556637620,0.0,89.1,89.1,51.2,95.5,68.7,74.5,990.8,743,2973
556637625,0.0,88.5,88.5,50.6,94.1,67.8,73.8,990.8,743,2932
556637630,0.0,88.5,88.5,50.8,94.1,67.9,73.9,990.9,740,2930
556637635,0.0,88.8,88.7,51.8,95.0,68.7,74.3,990.9,740,2952
556637640,0.0,88.4,88.3,51.8,94.1,68.4,73.9,990.8,743,2927
556637645,0.0,88.4,88.3,52.0,94.3,68.5,74.1,990.8,745,2932
556637650,0.0,88.4,88.3,52.5,94.5,68.8,74.3,990.8,743,2932
556637655,0.0,88.8,88.7,52.9,95.5,69.4,74.8,990.8,743,2963
556637660,0.0,89.0,89.1,53.0,96.3,69.6,75.0,990.8,743,2980
556637665,0.0,89.2,89.2,53.0,96.6,69.8,75.2,990.9,743,2996
556637670,0.0,89.5,89.4,52.9,97.2,70.1,75.4,990.8,745,3016
556637675,0.0,89.5,89.6,52.5,97.3,69.9,75.2,990.8,745,3021
556637680,0.0,89.5,89.4,52.1,96.8,69.6,75.0,990.9,743,3008
556637685,0.0,89.3,89.2,51.7,96.1,69.2,74.8,990.8,743,2990
556637690,0.0,89.1,89.1,51.4,95.7,68.8,74.5,990.9,743,2973
556637695,0.0,88.9,88.9,51.7,95.4,68.8,74.5,990.8,745,2970
556637700,0.0,88.7,88.7,52.0,95.0,68.8,74.3,990.9,743,2950
556637705,0.0,88.7,88.7,52.2,95.2,69.0,74.5,990.9,743,2955
556637710,0.0,88.7,88.7,51.9,95.0,68.8,74.3,990.8,745,2957
556637715,0.0,88.6,88.7,51.2,94.6,68.3,74.1,990.9,743,2940
556637720,0.0,88.8,88.7,50.8,94.5,68.2,73.9,990.8,745,2955
556637725,0.0,88.9,88.9,50.5,94.8,68.1,74.1,990.8,745,2957
556637730,0.0,88.8,88.9,50.3,94.6,68.0,73.9,990.8,743,2950
556637735,0.0,88.9,88.9,50.5,94.8,68.2,74.1,990.9,740,2952
556637740,0.0,89.1,89.1,51.2,95.5,68.8,74.5,990.8,745,2978
556637745,0.0,89.0,89.1,51.9,95.9,69.0,74.7,990.9,743,2975
556637750,0.0,89.0,89.1,52.7,96.1,69.5,74.8,990.9,740,2980
556637755,0.0,88.6,88.5,52.6,94.8,69.0,74.5,990.9,743,2950
556637760,0.0,88.3,88.3,51.9,94.3,68.4,73.9,990.8,743,2924
556637765,0.0,88.1,88.2,51.5,93.7,68.0,73.8,990.9,743,2912
556637770,0.0,88.2,88.2,51.3,93.6,68.0,73.8,990.9,740,2904
556637775,0.0,88.4,88.3,51.7,94.1,68.4,73.9,990.9,740,2927
556637780,0.0,88.5,88.5,52.0,94.6,68.6,74.3,990.9,740,2935
556637785,0.0,88.6,88.7,52.5,95.4,69.0,74.7,990.9,743,2950
556637790,0.0,88.8,88.9,53.0,95.9,69.4,74.8,990.9,743,2968
556637795,0.0,88.8,88.7,53.0,95.5,69.4,74.8,990.9,743,2963
556637800,0.0,88.9,88.9,53.2,96.1,69.7,74.8,990.9,743,2973
556637805,0.0,88.9,88.9,53.4,96.1,69.8,75.0,990.9,743,2970
556637810,0.0,88.8,88.9,53.4,96.1,69.7,74.8,990.9,743,2968
556637815,0.0,88.6,88.7,53.1,95.5,69.4,74.8,990.8,743,2952
556637820,0.0,88.5,88.5,52.7,94.8,69.0,74.5,990.9,743,2945
556637825,0.0,88.5,88.5,52.5,94.8,68.9,74.5,990.9,743,2940
556637830,0.0,88.6,88.5,52.2,94.6,68.8,74.5,990.8,745,2947
556637835,0.0,88.8,88.9,52.1,95.5,69.0,74.5,990.8,745,2963
556637840,0.0,88.8,88.9,52.2,95.5,69.0,74.7,990.7,745,2963
556637845,0.0,89.1,89.1,52.1,95.9,69.2,74.7,990.7,745,2985
556637850,0.0,89.4,89.4,52.0,96.6,69.5,75.0,990.8,743,3003
556637855,0.0,89.4,89.4,51.8,96.6,69.3,74.8,990.8,745,3006
556637860,0.0,89.0,89.1,51.4,95.7,68.8,74.5,990.8,745,2973
