#Kestrel 4000 weather meter data gathered in Vonore, TN, USA, on 21 Aug 2017
#Data collected by Massey Bartolini
DT,WS,TP,WC,RH,HI,DP,WB,BP,AL,DA
s,mph,∞F,∞F,%,∞F,∞F,∞F,mb,ft,ft
556641245,0.0,82.4,82.4,69.0,87.8,71.2,74.3,990.3,760,2610
556641250,0.0,82.4,82.4,69.1,87.8,71.3,74.3,990.4,757,2610
556641255,0.0,82.4,82.4,69.2,87.8,71.3,74.3,990.3,757,2608
556641260,0.0,82.5,82.6,69.3,88.2,71.4,74.5,990.3,757,2615
556641265,0.0,82.3,82.4,69.3,87.8,71.3,74.3,990.2,760,2605
556641270,0.0,82.5,82.4,69.4,87.8,71.4,74.5,990.3,760,2613
556641275,0.0,82.6,82.6,69.6,88.3,71.7,74.7,990.3,760,2630
556641280,0.0,82.6,82.6,69.8,88.3,71.7,74.7,990.4,757,2625
556641285,0.0,82.6,82.6,69.8,88.3,71.7,74.7,990.3,757,2625
556641290,0.0,82.5,82.6,69.9,88.3,71.7,74.7,990.3,760,2625
556641295,0.0,82.4,82.4,69.8,88.0,71.6,74.5,990.2,760,2618
556641300,0.0,82.4,82.4,69.9,88.0,71.6,74.5,990.2,760,2615
556641305,0.0,82.4,82.4,69.9,88.0,71.6,74.5,990.3,757,2613
556641310,0.0,82.5,82.6,70.0,88.3,71.7,74.7,990.3,757,2618
556641315,0.0,82.5,82.4,70.2,88.0,71.8,74.7,990.4,757,2618
556641320,0.0,82.4,82.4,70.2,88.0,71.7,74.7,990.3,760,2613
556641325,0.0,82.3,82.4,70.2,88.0,71.6,74.5,990.3,760,2610
556641330,0.0,82.4,82.4,70.2,88.0,71.7,74.7,990.2,760,2613
556641335,0.0,82.4,82.4,70.3,88.2,71.7,74.7,990.4,757,2610
556641340,0.0,82.4,82.4,70.3,88.2,71.7,74.7,990.4,757,2610
556641345,0.0,82.4,82.4,70.3,88.2,71.7,74.7,990.3,757,2610
556641350,0.0,82.5,82.4,70.5,88.2,71.9,74.8,990.4,757,2615
556641355,0.0,82.6,82.6,70.5,88.5,72.0,74.8,990.4,757,2628
556641360,0.0,82.5,82.6,70.6,88.5,72.0,74.8,990.3,760,2628
556641365,0.0,82.4,82.4,70.6,88.2,71.9,74.8,990.3,757,2618
556641370,0.0,82.4,82.4,70.6,88.2,71.9,74.8,990.3,760,2620
556641375,0.0,82.4,82.4,70.6,88.2,71.9,74.8,990.3,760,2620
556641380,0.0,82.4,82.4,70.6,88.2,71.9,74.8,990.3,760,2620
556641385,0.0,82.4,82.4,70.5,88.2,71.8,74.7,990.3,757,2618
556641390,0.0,82.3,82.4,70.5,88.2,71.8,74.7,990.3,760,2610
556641395,0.0,82.3,82.4,70.5,88.2,71.8,74.7,990.2,760,2613
556641400,0.0,82.3,82.2,70.5,87.8,71.7,74.7,990.4,757,2603
556641405,0.0,82.3,82.4,70.5,88.2,71.8,74.7,990.4,757,2613
556641410,0.0,82.3,82.2,70.5,87.8,71.7,74.7,990.3,757,2608
556641415,0.0,82.3,82.2,70.6,87.8,71.8,74.7,990.3,757,2608
556641420,0.0,82.3,82.2,70.6,87.8,71.8,74.7,990.3,757,2608
556641425,0.0,82.2,82.2,70.6,87.8,71.7,74.5,990.2,760,2605
556641430,0.0,82.2,82.2,70.5,87.8,71.6,74.5,990.2,760,2600
556641435,0.0,82.1,82.0,70.6,87.4,71.6,74.5,990.3,760,2598
556641440,0.0,82.2,82.2,70.8,87.8,71.8,74.7,990.3,757,2603
556641445,0.0,82.2,82.2,71.0,88.0,71.8,74.7,990.3,760,2603
556641450,0.0,82.4,82.4,71.2,88.3,72.1,74.8,990.3,760,2618
556641455,0.0,82.1,82.2,71.1,88.0,71.8,74.7,990.3,760,2603
556641460,0.0,82.2,82.2,71.0,88.0,71.8,74.7,990.3,757,2600
556641465,0.0,82.2,82.2,71.0,88.0,71.8,74.7,990.3,760,2605
556641470,0.0,82.2,82.2,71.3,88.0,72.0,74.8,990.3,757,2605
556641475,0.0,82.3,82.2,71.5,88.0,72.1,74.8,990.3,760,2610
556641480,0.0,82.1,82.2,71.5,88.0,72.0,74.8,990.2,760,2603
556641485,0.0,82.2,82.2,71.6,88.2,72.1,74.8,990.3,760,2610
556641490,0.0,82.2,82.2,71.7,88.2,72.1,74.8,990.3,760,2608
556641495,0.0,82.2,82.2,71.6,88.2,72.1,74.8,990.3,760,2608
556641500,0.0,82.2,82.2,71.6,88.2,72.1,74.8,990.3,760,2608
556641505,0.0,82.1,82.2,71.7,88.2,72.1,74.8,990.2,760,2605
556641510,0.0,82.2,82.2,71.8,88.2,72.2,74.8,990.3,760,2610
556641515,0.0,82.2,82.2,71.9,88.2,72.3,75.0,990.3,757,2608
556641520,0.0,82.1,82.2,72.0,88.2,72.2,74.8,990.3,760,2608
556641525,0.0,82.1,82.0,72.0,87.8,72.2,74.8,990.3,760,2603
556641530,0.0,82.2,82.2,72.1,88.2,72.3,75.0,990.2,760,2613
556641535,0.0,82.2,82.2,72.2,88.2,72.3,75.0,990.2,760,2608
556641540,0.0,82.1,82.2,72.1,88.2,72.3,75.0,990.2,760,2608
556641545,0.0,82.1,82.0,72.1,87.8,72.2,74.8,990.2,760,2600
556641550,0.0,82.1,82.2,72.2,88.2,72.3,75.0,990.2,760,2605
556641555,0.0,82.2,82.2,72.2,88.2,72.3,75.0,990.3,760,2610
556641560,0.0,82.1,82.0,72.2,87.8,72.3,74.8,990.3,760,2603
556641565,0.0,82.2,82.2,72.3,88.3,72.4,75.0,990.4,757,2605
556641570,0.0,82.2,82.2,72.2,88.2,72.3,75.0,990.3,760,2610
556641575,0.0,82.3,82.2,72.2,88.2,72.4,75.0,990.3,760,2615
556641580,0.0,82.2,82.2,72.4,88.3,72.5,75.0,990.2,760,2613
556641585,0.0,82.2,82.2,72.3,88.3,72.4,75.0,990.2,760,2613
556641590,0.0,82.3,82.4,72.3,88.7,72.5,75.2,990.3,760,2620
556641595,0.0,82.3,82.2,72.4,88.3,72.5,75.0,990.3,760,2618
556641600,0.0,82.3,82.4,72.5,88.7,72.6,75.2,990.2,761,2628
556641605,0.0,82.2,82.2,72.4,88.3,72.5,75.0,990.2,760,2613
556641610,0.0,82.3,82.2,72.5,88.3,72.6,75.0,990.2,760,2623
556641615,0.0,82.3,82.2,72.7,88.3,72.6,75.2,990.3,760,2620
556641620,0.0,82.3,82.2,72.6,88.3,72.6,75.2,990.2,760,2623
556641625,0.0,82.4,82.4,72.7,88.7,72.8,75.4,990.2,761,2635
556641630,0.0,82.4,82.4,72.7,88.7,72.8,75.4,990.3,760,2633
556641635,0.0,82.4,82.4,72.7,88.7,72.8,75.2,990.2,760,2630
556641640,0.0,82.5,82.6,72.6,89.2,72.8,75.4,990.3,760,2638
556641645,0.0,82.3,82.2,72.4,88.3,72.5,75.0,990.2,760,2615
556641650,0.0,82.4,82.4,72.5,88.7,72.6,75.2,990.2,760,2623
556641655,0.0,82.3,82.4,72.4,88.7,72.6,75.2,990.2,760,2620
556641660,0.0,82.3,82.4,72.5,88.7,72.6,75.2,990.2,760,2620
556641665,0.0,82.4,82.4,72.4,88.7,72.6,75.2,990.2,760,2625
556641670,0.0,82.3,82.2,72.4,88.3,72.5,75.0,990.2,760,2615
556641675,0.0,82.3,82.4,72.4,88.7,72.6,75.2,990.2,760,2620
556641680,0.0,82.3,82.4,72.4,88.7,72.6,75.2,990.2,760,2620
556641685,0.0,82.4,82.4,72.5,88.7,72.7,75.2,990.2,761,2635
556641690,0.0,82.5,82.6,72.5,89.2,72.8,75.4,990.2,761,2635
556641695,0.0,82.4,82.4,72.5,88.7,72.6,75.2,990.2,761,2625
556641700,0.0,82.3,82.4,72.4,88.7,72.6,75.2,990.2,760,2620
556641705,0.0,82.4,82.4,72.6,88.7,72.6,75.2,990.3,760,2628
556641710,0.0,82.3,82.2,72.6,88.3,72.6,75.2,990.2,761,2625
556641715,0.0,82.2,82.2,72.6,88.3,72.6,75.0,990.3,760,2618
556641720,0.0,82.3,82.2,72.7,88.3,72.6,75.2,990.2,760,2620
556641725,0.0,82.3,82.4,72.7,88.7,72.7,75.2,990.2,760,2625
556641730,0.0,82.2,82.2,72.7,88.3,72.6,75.2,990.2,760,2618
556641735,0.0,82.3,82.2,72.7,88.3,72.6,75.2,990.2,760,2618
556641740,0.0,82.1,82.2,72.7,88.3,72.5,75.0,990.2,760,2613
556641745,0.0,82.3,82.2,72.7,88.3,72.6,75.2,990.2,760,2620
556641750,0.0,82.1,82.2,72.7,88.3,72.5,75.0,990.2,760,2610
556641755,0.0,82.1,82.2,72.7,88.3,72.5,75.0,990.2,761,2615
556641760,0.0,82.3,82.2,72.7,88.3,72.6,75.2,990.2,761,2623
556641765,0.0,82.2,82.2,72.8,88.3,72.6,75.2,990.1,761,2620
556641770,0.0,82.1,82.2,72.7,88.3,72.5,75.0,990.2,760,2613
556641775,0.0,82.2,82.2,72.8,88.3,72.6,75.2,990.2,761,2620
556641780,0.0,82.2,82.2,72.6,88.3,72.5,75.0,990.2,761,2618
556641785,0.0,82.2,82.2,72.6,88.3,72.5,75.0,990.2,760,2613
556641790,0.0,82.2,82.2,72.6,88.3,72.5,75.0,990.2,760,2615
556641795,0.0,82.4,82.4,72.6,88.7,72.7,75.2,990.2,760,2628
556641800,0.0,82.3,82.4,72.6,88.7,72.6,75.2,990.2,760,2625
556641805,0.0,82.3,82.4,72.6,88.7,72.6,75.2,990.2,760,2625
556641810,0.0,82.5,82.6,72.7,89.2,72.8,75.4,990.2,760,2638
556641815,0.0,82.4,82.4,72.7,88.7,72.7,75.2,990.2,761,2630
556641820,0.0,82.4,82.4,73.0,88.9,72.9,75.4,990.3,760,2630
556641825,0.0,82.4,82.4,73.2,88.9,73.0,75.6,990.2,761,2635
556641830,0.0,82.5,82.6,73.3,89.4,73.1,75.6,990.3,760,2638
556641835,0.0,82.5,82.6,73.5,89.4,73.2,75.7,990.2,760,2638
556641840,0.0,82.5,82.4,73.4,88.9,73.1,75.6,990.2,760,2635
556641845,0.0,82.5,82.6,73.3,89.4,73.1,75.6,990.3,760,2638
556641850,0.0,82.4,82.4,73.3,88.9,73.0,75.6,990.2,760,2630
556641855,0.0,82.4,82.4,73.3,88.9,73.0,75.6,990.3,760,2633
556641860,0.0,82.4,82.4,73.4,88.9,73.0,75.6,990.3,760,2628
556641865,0.0,82.4,82.4,73.4,88.9,73.0,75.6,990.3,760,2628
556641870,0.0,82.6,82.6,73.4,89.4,73.2,75.7,990.2,760,2640
556641875,0.0,82.4,82.4,73.4,88.9,73.0,75.6,990.2,760,2628
556641880,0.0,82.6,82.6,73.5,89.4,73.2,75.7,990.2,761,2645
556641885,0.0,82.5,82.6,73.3,89.4,73.1,75.7,990.3,757,2635
556641890,0.0,82.3,82.2,73.4,88.5,72.9,75.4,990.3,760,2620
556641895,0.0,82.2,82.2,73.4,88.5,72.9,75.4,990.3,757,2615
556641900,0.0,82.3,82.2,73.4,88.5,72.9,75.4,990.2,760,2620
556641905,0.0,82.3,82.4,73.2,88.9,72.9,75.4,990.2,760,2625
556641910,0.0,82.3,82.2,73.0,88.5,72.8,75.4,990.3,760,2623
556641915,0.0,82.3,82.2,73.2,88.5,72.8,75.4,990.3,760,2618
556641920,0.0,82.5,82.4,73.1,88.9,73.0,75.6,990.3,760,2633
556641925,0.0,82.4,82.4,73.0,88.9,72.8,75.4,990.2,760,2628
556641930,0.0,82.5,82.6,73.1,89.4,73.1,75.6,990.3,760,2640
556641935,0.0,82.4,82.4,73.2,88.9,73.0,75.6,990.2,760,2633
556641940,0.0,82.4,82.4,73.2,88.9,73.0,75.6,990.2,760,2630
556641945,0.0,82.6,82.6,73.2,89.4,73.1,75.6,990.2,760,2640
556641950,0.0,82.5,82.6,73.2,89.4,73.1,75.6,990.3,760,2638
556641955,0.0,82.5,82.6,73.4,89.4,73.2,75.7,990.3,760,2640
556641960,0.0,82.5,82.6,73.3,89.4,73.1,75.6,990.2,760,2638
556641965,0.0,82.4,82.4,73.3,88.9,73.0,75.6,990.3,757,2625
556641970,0.0,82.4,82.4,73.2,88.9,73.0,75.6,990.4,757,2625
556641975,0.0,82.4,82.4,72.9,88.7,72.9,75.4,990.3,760,2630
556641980,0.0,82.3,82.2,72.8,88.3,72.7,75.2,990.3,760,2623
556641985,0.0,82.3,82.2,72.6,88.3,72.6,75.2,990.2,760,2620
556641990,0.0,82.3,82.4,72.5,88.7,72.6,75.2,990.2,761,2628
556641995,0.0,82.3,82.2,72.5,88.3,72.6,75.0,990.2,761,2620
556642000,0.0,82.3,82.4,72.4,88.7,72.6,75.2,990.3,760,2620
556642005,0.0,82.5,82.4,72.4,88.7,72.7,75.2,990.2,760,2630
556642010,0.0,82.5,82.4,72.6,88.7,72.8,75.4,990.2,760,2635
556642015,0.0,82.5,82.4,72.6,88.7,72.8,75.4,990.2,760,2633
556642020,0.0,82.4,82.4,72.6,88.7,72.7,75.2,990.2,760,2630
556642025,0.0,82.4,82.4,72.6,88.7,72.7,75.2,990.3,760,2630
556642030,0.0,82.5,82.4,72.6,88.7,72.8,75.4,990.2,760,2633
556642035,0.0,82.5,82.4,72.7,88.7,72.8,75.4,990.3,760,2635
556642040,0.0,82.5,82.4,72.8,88.7,72.9,75.4,990.1,761,2638
556642045,0.0,82.4,82.4,72.9,88.7,72.9,75.4,990.2,760,2633
556642050,0.0,82.4,82.4,73.0,88.9,72.9,75.4,990.2,760,2630
556642055,0.0,82.5,82.6,73.1,89.4,73.0,75.6,990.2,760,2638
556642060,0.0,82.5,82.6,73.1,89.4,73.1,75.6,990.2,760,2640
556642065,0.0,82.5,82.6,73.1,89.4,73.1,75.6,990.2,761,2643
556642070,0.0,82.5,82.6,72.9,89.2,73.0,75.6,990.2,761,2643
556642075,0.0,82.7,82.8,72.5,89.6,73.0,75.6,990.2,761,2658
556642080,0.0,82.8,82.8,72.3,89.6,73.0,75.6,990.1,761,2655
556642085,0.0,82.8,82.8,72.2,89.4,72.9,75.6,990.2,760,2653
556642090,0.0,82.6,82.6,72.3,89.1,72.8,75.4,990.2,760,2640
556642095,0.0,82.7,82.8,72.4,89.6,73.0,75.6,990.2,760,2650
556642100,0.0,82.7,82.8,72.3,89.6,72.9,75.6,990.2,760,2648
556642105,0.0,82.7,82.8,72.4,89.6,72.9,75.6,990.2,761,2650
556642110,0.0,82.7,82.8,72.5,89.6,73.0,75.6,990.2,761,2655
556642115,0.0,82.8,82.8,72.5,89.6,73.1,75.6,990.1,761,2658
556642120,0.0,82.5,82.6,72.4,89.2,72.8,75.4,990.2,761,2638
556642125,0.0,82.5,82.6,72.3,89.1,72.7,75.4,990.2,761,2635
556642130,0.0,82.7,82.8,72.0,89.4,72.8,75.6,990.2,760,2650
556642135,0.0,82.5,82.6,72.0,89.1,72.5,75.2,990.2,760,2633
556642140,0.0,82.6,82.6,72.0,89.1,72.6,75.4,990.2,760,2635
556642145,0.0,82.5,82.6,72.1,89.1,72.6,75.4,990.2,761,2638
556642150,0.0,82.6,82.6,72.4,89.2,72.8,75.4,990.3,760,2638
556642155,0.0,82.6,82.6,72.6,89.2,72.9,75.4,990.2,761,2648
556642160,0.0,82.6,82.6,72.9,89.2,73.1,75.6,990.2,761,2648
556642165,0.0,82.7,82.8,73.2,89.8,73.2,75.7,990.2,760,2653
556642170,0.0,82.7,82.8,73.5,89.8,73.4,75.9,990.2,760,2653
556642175,0.0,82.6,82.6,73.8,89.6,73.4,75.7,990.2,761,2653
556642180,0.0,83.0,82.9,73.9,90.5,73.8,76.1,990.2,760,2676
556642185,0.0,82.7,82.8,73.9,90.0,73.6,75.9,990.2,761,2665
556642190,0.0,82.6,82.6,74.1,89.6,73.5,75.9,990.2,761,2653
556642195,0.0,82.7,82.8,73.7,90.0,73.4,75.9,990.2,760,2658
556642200,0.0,82.6,82.6,73.7,89.6,73.4,75.7,990.1,761,2655
556642205,0.0,82.8,82.8,73.9,90.0,73.6,75.9,990.2,761,2668
556642210,0.0,82.8,82.8,74.0,90.0,73.6,75.9,990.2,761,2665
556642215,0.0,82.7,82.6,73.6,89.4,73.4,75.7,990.2,761,2655
556642220,0.0,82.8,82.8,73.6,89.8,73.5,75.9,990.0,764,2673
556642225,0.0,82.6,82.6,73.8,89.6,73.4,75.7,990.2,761,2655
556642230,0.0,82.9,82.9,74.2,90.5,73.8,76.1,990.1,764,2678
556642235,0.0,82.8,82.8,74.5,90.1,73.9,76.3,990.1,761,2673
556642240,0.0,83.0,83.1,74.7,91.0,74.2,76.5,990.1,761,2691
556642245,0.0,83.0,82.9,74.9,90.7,74.2,76.6,990.1,761,2688
556642250,0.0,82.8,82.8,75.0,90.3,74.1,76.5,990.2,760,2671
556642255,0.0,82.9,82.9,74.8,90.7,74.1,76.5,990.2,761,2683
556642260,0.0,82.9,82.9,74.8,90.7,74.1,76.5,990.2,761,2681
556642265,0.0,82.8,82.8,74.8,90.1,74.0,76.3,990.2,761,2673
556642270,0.0,82.9,82.9,75.0,90.9,74.2,76.5,990.2,761,2681
556642275,0.0,83.0,82.9,75.1,90.9,74.3,76.6,990.2,761,2688
556642280,0.0,83.3,83.3,75.4,91.8,74.7,76.8,990.2,761,2709
556642285,0.0,83.3,83.3,75.7,91.9,74.8,77.0,990.2,760,2709
556642290,0.0,83.3,83.3,75.7,91.9,74.8,77.0,990.2,761,2714
556642295,0.0,83.2,83.1,75.6,91.4,74.7,76.8,990.1,761,2706
556642300,0.0,83.3,83.3,75.3,91.8,74.6,76.8,990.2,761,2706
556642305,0.0,83.5,83.5,75.3,92.3,74.8,77.0,990.1,761,2724
556642310,0.0,83.3,83.3,75.2,91.8,74.6,76.8,990.2,761,2709
556642315,0.0,83.5,83.5,75.1,92.3,74.7,77.0,990.1,764,2726
556642320,0.0,83.4,83.5,74.8,92.1,74.6,77.0,990.2,761,2721
556642325,0.0,83.5,83.5,74.6,91.9,74.6,76.8,990.1,764,2726
556642330,0.0,83.6,83.5,74.6,91.9,74.6,77.0,990.1,764,2731
556642335,0.0,83.5,83.5,74.4,91.9,74.5,76.8,990.1,761,2724
556642340,0.0,83.6,83.5,74.0,91.8,74.4,76.8,990.1,761,2724
556642345,0.0,83.6,83.7,73.7,92.3,74.3,76.8,990.1,764,2731
556642350,0.0,83.6,83.7,73.6,92.1,74.3,76.8,990.1,761,2729
556642355,0.0,83.5,83.5,73.2,91.6,74.0,76.5,990.2,761,2714
556642360,0.0,83.5,83.5,72.6,91.4,73.8,76.3,990.2,761,2716
556642365,0.0,83.6,83.7,72.3,91.8,73.7,76.3,990.2,761,2719
556642370,0.0,83.5,83.5,72.4,91.4,73.7,76.3,990.1,764,2714
556642375,0.0,83.5,83.5,72.3,91.4,73.7,76.3,990.1,761,2711
556642380,0.0,83.3,83.3,72.1,90.9,73.3,75.9,990.2,761,2693
556642385,0.0,83.3,83.3,71.6,90.7,73.1,75.7,990.1,764,2696
556642390,0.0,83.0,82.9,71.2,89.6,72.7,75.4,990.0,764,2671
556642395,0.0,82.9,82.9,70.7,89.4,72.4,75.2,990.1,764,2663
556642400,0.0,82.8,82.8,70.0,88.9,72.0,74.8,990.2,761,2645
556642405,0.0,82.8,82.8,69.5,88.7,71.8,74.8,990.2,761,2648
556642410,0.0,82.8,82.8,69.3,88.7,71.7,74.8,990.1,764,2645
556642415,0.0,82.8,82.8,69.4,88.7,71.8,74.8,990.1,764,2645
556642420,0.0,83.0,82.9,69.4,89.1,71.9,75.0,990.1,764,2658
556642425,0.0,83.0,82.9,69.5,89.1,72.0,75.0,990.1,764,2665
556642430,0.0,83.0,83.1,69.7,89.6,72.1,75.0,990.2,761,2665
556642435,0.0,83.1,83.1,70.0,89.8,72.3,75.2,990.1,761,2668
556642440,0.0,83.2,83.3,70.5,90.3,72.6,75.6,990.1,764,2688
556642445,0.0,83.2,83.3,70.8,90.3,72.8,75.6,990.1,761,2686
556642450,0.0,83.1,83.1,70.9,90.0,72.6,75.4,990.0,768,2681
556642455,0.0,83.2,83.3,71.0,90.5,72.8,75.6,990.1,764,2688
556642460,0.0,83.3,83.3,71.2,90.5,72.9,75.6,990.2,760,2683
556642465,0.0,83.4,83.5,71.4,91.0,73.2,75.9,990.1,764,2701
556642470,0.0,83.2,83.1,72.0,90.3,73.2,75.7,990.1,764,2688
556642475,0.0,83.2,83.1,72.7,90.5,73.5,75.9,990.1,764,2693
556642480,0.0,83.1,83.1,72.5,90.5,73.3,75.7,990.1,764,2681
556642485,0.0,83.1,83.1,71.9,90.3,73.1,75.7,990.1,764,2686
556642490,0.0,83.1,83.1,71.6,90.3,73.0,75.7,990.1,764,2686
556642495,0.0,83.2,83.1,71.6,90.3,73.0,75.7,990.1,764,2688
556642500,0.0,83.3,83.3,71.8,90.7,73.3,75.9,990.1,764,2698
556642505,0.0,83.3,83.3,72.2,90.9,73.4,75.9,990.1,764,2696
556642510,0.0,83.6,83.7,72.1,91.8,73.7,76.3,990.2,761,2719
556642515,0.0,83.4,83.5,72.3,91.4,73.6,76.3,990.1,761,2704
556642520,0.0,83.6,83.7,72.2,91.8,73.7,76.3,990.0,764,2724
556642525,0.0,83.5,83.5,72.2,91.2,73.6,76.3,990.1,761,2711
556642530,0.0,83.5,83.5,72.2,91.2,73.6,76.3,990.1,761,2709
556642535,0.0,83.9,83.8,72.5,92.3,74.1,76.6,990.0,764,2739
556642540,0.0,83.7,83.7,73.0,92.1,74.1,76.6,990.1,764,2731
556642545,0.0,83.9,83.8,72.8,92.3,74.2,76.6,990.1,761,2739
556642550,0.0,83.7,83.7,72.8,91.9,74.1,76.6,990.1,764,2734
556642555,0.0,83.7,83.7,72.3,91.8,73.8,76.3,990.1,764,2726
556642560,0.0,83.7,83.7,72.1,91.8,73.7,76.3,990.1,761,2724
556642565,0.0,84.0,84.0,72.6,92.8,74.2,76.8,990.2,761,2752
556642570,0.0,83.7,83.7,72.8,91.9,74.0,76.5,990.1,764,2731
556642575,0.0,83.8,83.8,72.6,92.3,74.1,76.6,990.1,764,2744
556642580,0.0,83.8,83.8,72.8,92.3,74.1,76.6,990.1,761,2734
556642585,0.0,83.6,83.7,72.8,91.9,74.0,76.5,990.1,764,2729
556642590,0.0,83.7,83.7,72.4,91.9,73.9,76.5,990.0,768,2729
556642595,0.0,83.5,83.5,71.9,91.2,73.5,76.3,990.1,764,2716
556642600,0.0,83.6,83.7,72.0,91.8,73.6,76.3,990.1,764,2724
556642605,0.0,83.6,83.7,72.2,91.8,73.7,76.3,990.1,764,2721
556642610,0.0,83.5,83.5,72.0,91.2,73.5,76.3,990.1,764,2714
556642615,0.0,83.6,83.7,71.8,91.6,73.5,76.3,990.1,764,2721
556642620,0.0,83.7,83.7,71.8,91.6,73.6,76.3,990.1,764,2726
556642625,0.0,83.7,83.7,72.1,91.8,73.7,76.3,990.2,761,2724
556642630,0.0,83.6,83.5,72.3,91.4,73.7,76.3,990.1,764,2716
556642635,0.0,83.4,83.5,72.4,91.4,73.6,76.3,990.1,764,2709
556642640,0.0,83.6,83.5,72.7,91.4,73.9,76.5,990.2,761,2719
556642645,0.0,83.5,83.5,73.0,91.6,74.0,76.5,990.1,761,2716
556642650,0.0,83.5,83.5,73.2,91.6,74.0,76.5,990.1,764,2716
556642655,0.0,83.6,83.7,73.3,92.1,74.2,76.6,990.1,764,2729
556642660,0.0,83.6,83.7,73.6,92.1,74.3,76.8,990.1,764,2731
556642665,0.0,83.6,83.7,73.8,92.3,74.4,76.8,990.2,761,2729
556642670,0.0,83.3,83.3,73.7,91.4,74.0,76.5,990.1,761,2704
556642675,0.0,83.4,83.5,73.5,91.6,74.1,76.6,990.1,761,2714
556642680,0.0,83.4,83.5,73.7,91.8,74.1,76.6,990.1,761,2716
556642685,0.0,83.5,83.5,73.6,91.6,74.2,76.6,990.2,761,2721
556642690,0.0,83.5,83.5,73.7,91.8,74.2,76.6,990.2,761,2719
556642695,0.0,83.6,83.7,73.9,92.3,74.4,76.8,990.2,761,2726
556642700,0.0,83.5,83.5,74.1,91.8,74.4,76.8,990.1,764,2726
556642705,0.0,83.6,83.7,74.2,92.3,74.5,76.8,990.1,764,2729
556642710,0.0,83.8,83.8,74.5,93.0,74.9,77.2,990.1,764,2752
556642715,0.0,83.8,83.8,74.6,93.0,74.9,77.2,990.0,764,2749
556642720,0.0,83.7,83.7,74.8,92.5,74.9,77.2,990.0,764,2744
556642725,0.0,83.7,83.7,74.6,92.5,74.8,77.2,990.2,761,2742
556642730,0.0,83.8,83.8,74.2,92.8,74.7,77.0,990.1,764,2744
556642735,0.0,83.7,83.7,74.1,92.3,74.6,76.8,990.1,761,2734
556642740,0.0,83.7,83.7,74.2,92.3,74.6,77.0,990.2,760,2729
556642745,0.0,83.8,83.8,74.6,93.0,74.9,77.2,990.2,760,2744
556642750,0.0,83.8,83.8,75.0,93.2,75.1,77.4,990.2,761,2749
556642755,0.0,83.8,83.8,75.2,93.2,75.1,77.4,990.2,760,2742
556642760,0.0,83.7,83.7,75.1,92.7,74.9,77.2,990.1,764,2742
556642765,0.0,83.6,83.7,74.8,92.5,74.8,77.2,990.1,764,2737
556642770,0.0,83.6,83.7,74.5,92.5,74.6,77.0,990.2,761,2731
556642775,0.0,83.6,83.7,74.4,92.5,74.6,77.0,990.1,764,2729
556642780,0.0,83.6,83.7,74.5,92.5,74.7,77.0,990.1,764,2739
556642785,0.0,83.5,83.5,74.4,91.9,74.5,76.8,990.1,761,2721
556642790,0.0,83.4,83.5,74.2,91.8,74.4,76.6,990.1,761,2716
556642795,0.0,83.5,83.5,74.0,91.8,74.3,76.6,990.2,760,2716
556642800,0.0,83.5,83.5,73.9,91.8,74.3,76.6,990.1,761,2719
556642805,0.0,83.5,83.5,73.8,91.8,74.2,76.6,990.1,764,2721
556642810,0.0,83.7,83.7,73.8,92.3,74.4,76.8,990.1,764,2734
556642815,0.0,83.7,83.7,73.9,92.3,74.5,76.8,990.1,764,2739
556642820,0.0,83.7,83.7,74.3,92.3,74.7,77.0,990.1,764,2739
556642825,0.0,83.7,83.7,74.3,92.3,74.7,77.0,990.1,764,2739
556642830,0.0,83.9,83.8,74.4,93.0,74.9,77.2,990.1,764,2752
556642835,0.0,83.8,83.8,74.5,93.0,74.9,77.2,990.2,761,2744
556642840,0.0,83.8,83.8,74.6,93.0,74.9,77.2,990.1,761,2747
556642845,0.0,83.8,83.8,74.4,93.0,74.8,77.2,990.0,764,2747
556642850,0.0,83.9,83.8,74.2,92.8,74.8,77.2,990.1,761,2744
556642855,0.0,83.8,83.8,74.2,92.8,74.7,77.0,990.1,764,2749
556642860,0.0,83.9,83.8,74.2,92.8,74.8,77.2,990.1,764,2752
556642865,0.0,83.6,83.7,73.6,92.1,74.3,76.8,990.1,764,2731
556642870,0.0,83.5,83.5,73.1,91.6,74.0,76.5,990.0,768,2724
556642875,0.0,83.6,83.7,72.9,91.9,74.0,76.5,990.1,764,2726
556642880,0.0,83.8,83.8,73.0,92.5,74.2,76.6,990.1,764,2739
556642885,0.0,83.8,83.8,73.1,92.5,74.2,76.8,990.1,764,2739
556642890,0.0,83.6,83.7,73.0,92.1,74.1,76.6,990.1,764,2729
556642895,0.0,83.6,83.7,72.8,91.9,74.0,76.5,990.1,764,2729
556642900,0.0,83.5,83.5,72.4,91.4,73.7,76.3,990.1,764,2714
556642905,0.0,83.6,83.7,72.0,91.8,73.7,76.3,990.2,761,2719
556642910,0.0,83.6,83.7,71.8,91.6,73.5,76.3,990.1,764,2724
556642915,0.0,83.7,83.7,71.7,91.6,73.6,76.3,990.1,764,2726
556642920,0.0,83.7,83.7,71.8,91.6,73.6,76.3,990.0,768,2734
556642925,0.0,83.8,83.8,71.9,92.1,73.7,76.5,990.0,768,2737
556642930,0.0,83.8,83.8,71.9,92.1,73.8,76.5,990.0,764,2737
